Data;Hora;Chuva;Nivel ;Vazao
25/05/2024;00:00:00;0.00;476.00;772.17
25/05/2024;01:00:00;0.00;463.00;737.42
25/05/2024;02:00:00;0.00;451.00;706.00
25/05/2024;03:00:00;0.00;438.00;672.66
25/05/2024;04:00:00;0.00;427.00;645.02
25/05/2024;05:00:00;0.00;417.00;620.36
25/05/2024;06:00:00;0.00;407.00;596.14
25/05/2024;07:00:00;0.20;398.00;574.72
25/05/2024;08:00:00;0.00;391.00;558.30
25/05/2024;09:00:00;0.00;383.00;539.81
25/05/2024;10:00:00;0.00;377.00;526.12
25/05/2024;11:00:00;0.00;372.00;514.84
25/05/2024;12:00:00;0.00;367.00;503.68
25/05/2024;13:00:00;0.00;362.00;492.62
25/05/2024;14:00:00;0.00;357.00;481.68
25/05/2024;15:00:00;0.00;353.00;473.00
25/05/2024;16:00:00;0.00;350.00;466.54
25/05/2024;17:00:00;0.00;347.00;460.13
25/05/2024;18:00:00;0.00;344.00;453.75
25/05/2024;19:00:00;0.00;341.00;447.41
25/05/2024;20:00:00;0.00;339.00;443.21
25/05/2024;21:00:00;0.00;335.00;434.86
25/05/2024;22:00:00;0.00;333.00;430.71
25/05/2024;23:00:00;0.00;330.00;424.52
26/05/2024;00:00:00;0.00;327.00;418.38
26/05/2024;01:00:00;0.00;325.00;414.30
26/05/2024;02:00:00;0.00;322.00;408.23
26/05/2024;03:00:00;0.00;320.00;404.20
26/05/2024;04:00:00;0.00;317.00;398.19
26/05/2024;05:00:00;0.00;315.00;394.20
26/05/2024;06:00:00;0.00;312.00;388.26
26/05/2024;07:00:00;0.00;310.00;384.32
26/05/2024;08:00:00;0.00;308.00;380.40
26/05/2024;09:00:00;0.00;305.00;374.56
26/05/2024;10:00:00;0.00;303.00;370.69
26/05/2024;11:00:00;0.00;301.00;366.83
26/05/2024;12:00:00;0.00;299.00;363.43
26/05/2024;13:00:00;0.00;297.00;358.22
26/05/2024;14:00:00;0.00;295.00;353.03
26/05/2024;15:00:00;0.00;294.00;350.45
26/05/2024;16:00:00;0.00;292.00;345.31
26/05/2024;17:00:00;0.00;291.00;342.75
26/05/2024;18:00:00;0.00;289.00;337.65
26/05/2024;19:00:00;0.00;288.00;335.11
26/05/2024;20:00:00;0.00;286.00;330.05
26/05/2024;21:00:00;0.00;284.00;325.03
26/05/2024;22:00:00;0.00;283.00;322.52
26/05/2024;23:00:00;0.00;281.00;317.54
27/05/2024;00:00:00;0.00;280.00;315.06
27/05/2024;01:00:00;0.00;278.00;310.12
27/05/2024;02:00:00;0.20;277.00;307.66
27/05/2024;03:00:00;0.00;277.00;307.66
27/05/2024;04:00:00;0.40;275.00;302.76
27/05/2024;05:00:00;0.40;274.00;300.33
27/05/2024;06:00:00;1.20;273.00;297.90
27/05/2024;07:00:00;0.00;272.00;295.48
27/05/2024;08:00:00;0.80;271.00;293.06
27/05/2024;09:00:00;0.40;270.00;290.66
27/05/2024;10:00:00;1.20;270.00;290.66
27/05/2024;11:00:00;0.00;269.00;288.26
27/05/2024;12:00:00;0.00;268.00;285.86
27/05/2024;13:00:00;0.00;267.00;283.48
27/05/2024;14:00:00;0.80;267.00;283.48
27/05/2024;15:00:00;0.80;267.00;283.48
27/05/2024;16:00:00;1.40;267.00;283.48
27/05/2024;17:00:00;1.00;267.00;283.48
27/05/2024;18:00:00;0.80;267.00;283.48
27/05/2024;19:00:00;0.00;267.00;283.48
27/05/2024;20:00:00;3.80;269.00;288.26
27/05/2024;21:00:00;1.00;270.00;290.66
27/05/2024;22:00:00;0.00;272.00;295.48
27/05/2024;23:00:00;0.20;273.00;297.90
28/05/2024;00:00:00;0.00;275.00;302.76
28/05/2024;01:00:00;0.00;277.00;307.66
28/05/2024;02:00:00;0.20;278.00;310.12
28/05/2024;03:00:00;0.00;280.00;315.06
28/05/2024;04:00:00;0.00;282.00;320.03
28/05/2024;05:00:00;0.00;283.00;322.52
28/05/2024;06:00:00;0.00;285.00;327.54
28/05/2024;07:00:00;0.00;286.00;330.05
28/05/2024;08:00:00;0.00;288.00;335.11
28/05/2024;09:00:00;0.00;288.00;335.11
28/05/2024;10:00:00;0.00;289.00;337.65
28/05/2024;11:00:00;0.00;290.00;
28/05/2024;12:00:00;0.00;291.00;
28/05/2024;13:00:00;0.00;294.00;
28/05/2024;14:00:00;0.00;298.00;
28/05/2024;15:00:00;0.00;303.00;
28/05/2024;16:00:00;0.00;307.00;
28/05/2024;17:00:00;0.00;311.00;
28/05/2024;18:00:00;0.00;315.00;
28/05/2024;19:00:00;0.00;317.00;
28/05/2024;20:00:00;0.00;320.00;
28/05/2024;21:00:00;0.00;320.00;
28/05/2024;22:00:00;0.00;320.00;
28/05/2024;23:00:00;0.00;319.00;
29/05/2024;00:00:00;0.00;317.00;
29/05/2024;01:00:00;0.00;316.00;
29/05/2024;02:00:00;0.00;313.00;
29/05/2024;03:00:00;0.00;311.00;
29/05/2024;04:00:00;0.00;308.00;
29/05/2024;05:00:00;0.00;306.00;
29/05/2024;06:00:00;0.00;303.00;
29/05/2024;07:00:00;0.00;302.00;
29/05/2024;08:00:00;0.00;299.00;
29/05/2024;09:00:00;0.00;297.00;
29/05/2024;10:00:00;0.00;294.00;
29/05/2024;11:00:00;0.00;292.00;
29/05/2024;12:00:00;0.00;290.00;
29/05/2024;13:00:00;0.00;288.00;
29/05/2024;14:00:00;0.00;286.00;
29/05/2024;15:00:00;0.00;284.00;
29/05/2024;16:00:00;0.00;283.00;
29/05/2024;17:00:00;0.00;282.00;
29/05/2024;18:00:00;0.00;281.00;
29/05/2024;19:00:00;0.00;279.00;
29/05/2024;20:00:00;0.00;278.00;
29/05/2024;21:00:00;0.00;277.00;
29/05/2024;22:00:00;0.00;275.00;
29/05/2024;23:00:00;0.00;274.00;
30/05/2024;00:00:00;0.00;273.00;
30/05/2024;01:00:00;0.00;272.00;
30/05/2024;02:00:00;0.00;270.00;
30/05/2024;03:00:00;0.00;269.00;
30/05/2024;04:00:00;0.00;268.00;
30/05/2024;05:00:00;0.00;267.00;
30/05/2024;06:00:00;0.00;266.00;
30/05/2024;07:00:00;0.00;265.00;
30/05/2024;08:00:00;0.00;264.00;
30/05/2024;09:00:00;0.00;263.00;
30/05/2024;10:00:00;0.00;262.00;
30/05/2024;11:00:00;0.00;260.00;
30/05/2024;12:00:00;0.00;259.00;
30/05/2024;13:00:00;0.00;258.00;
30/05/2024;14:00:00;0.00;257.00;
30/05/2024;15:00:00;0.00;256.00;
30/05/2024;16:00:00;0.00;256.00;
30/05/2024;17:00:00;0.00;255.00;
30/05/2024;18:00:00;0.00;255.00;
30/05/2024;19:00:00;0.00;254.00;
30/05/2024;20:00:00;0.00;253.00;
30/05/2024;21:00:00;0.00;252.00;
30/05/2024;22:00:00;0.00;251.00;
30/05/2024;23:00:00;0.00;250.00;
31/05/2024;00:00:00;0.00;250.00;
